Edwin killed someone last night.	ARG0
Henry killed someone last night.	ARG0
Arthur killed someone last night.	ARG0
Simon killed someone last night.	ARG0
Colin killed someone last night.	ARG0
Don killed someone last night.	ARG0
Ron killed someone last night.	ARG0
Edwin killed someone last night.	ARG0
Greg killed someone last night.	ARG0
Louis killed someone last night.	ARG0
Alfred killed someone last night.	ARG0
Don killed someone last night.	ARG0
Edward killed someone last night.	ARG0
Matthew killed someone last night.	ARG0
Jonathan killed someone last night.	ARG0
Edward killed someone last night.	ARG0
Al killed someone last night.	ARG0
Ryan killed someone last night.	ARG0
Steven killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Brian killed someone last night.	ARG0
Arthur killed someone last night.	ARG0
Kenneth killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Alfred killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Walter killed someone last night.	ARG0
Walter killed someone last night.	ARG0
Mike killed someone last night.	ARG0
Joseph killed someone last night.	ARG0
Harold killed someone last night.	ARG0
Jimmy killed someone last night.	ARG0
Philip killed someone last night.	ARG0
Howard killed someone last night.	ARG0
Tom killed someone last night.	ARG0
Tony killed someone last night.	ARG0
Bruce killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
Ian killed someone last night.	ARG0
Andrew killed someone last night.	ARG0
Don killed someone last night.	ARG0
Charlie killed someone last night.	ARG0
Albert killed someone last night.	ARG0
Roger killed someone last night.	ARG0
Bruce killed someone last night.	ARG0
Jerry killed someone last night.	ARG0
Nick killed someone last night.	ARG0
Mark killed someone last night.	ARG0
Simon killed someone last night.	ARG0
Arthur killed someone last night.	ARG0
Don killed someone last night.	ARG0
David killed someone last night.	ARG0
Greg killed someone last night.	ARG0
Thomas killed someone last night.	ARG0
David killed someone last night.	ARG0
Harry killed someone last night.	ARG0
Keith killed someone last night.	ARG0
Stephen killed someone last night.	ARG0
Alan killed someone last night.	ARG0
Brian killed someone last night.	ARG0
Simon killed someone last night.	ARG0
Dave killed someone last night.	ARG0
Joe killed someone last night.	ARG0
Jim killed someone last night.	ARG0
Stephen killed someone last night.	ARG0
Richard killed someone last night.	ARG0
Tom killed someone last night.	ARG0
Roger killed someone last night.	ARG0
George killed someone last night.	ARG0
Jay killed someone last night.	ARG0
Eric killed someone last night.	ARG0
Ian killed someone last night.	ARG0
Adam killed someone last night.	ARG0
Simon killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
Ken killed someone last night.	ARG0
Don killed someone last night.	ARG0
Robert killed someone last night.	ARG0
Matthew killed someone last night.	ARG0
John killed someone last night.	ARG0
Donald killed someone last night.	ARG0
Arthur killed someone last night.	ARG0
Chris killed someone last night.	ARG0
Frank killed someone last night.	ARG0
Edward killed someone last night.	ARG0
Edward killed someone last night.	ARG0
Ken killed someone last night.	ARG0
Harry killed someone last night.	ARG0
Harry killed someone last night.	ARG0
Jerry killed someone last night.	ARG0
Bobby killed someone last night.	ARG0
Frank killed someone last night.	ARG0
Jim killed someone last night.	ARG0
Larry killed someone last night.	ARG0
Daniel killed someone last night.	ARG0
Steven killed someone last night.	ARG0
Harold killed someone last night.	ARG0
Bobby killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
Fred killed someone last night.	ARG0
