Victoria was mugged by someone last night.	ARG1
Fiona was hit by someone last night.	ARG1
Roy was threatened by someone last night.	ARG1
Thomas was kicked by someone last night.	ARG1
Bobby was molested by someone last night.	ARG1
Robert was threatened by someone last night.	ARG1
Stephen was molested by someone last night.	ARG1
Daniel was beat by someone last night.	ARG1
George was raped by someone last night.	ARG1
Margaret was assaulted by someone last night.	ARG1
Barbara was murdered by someone last night.	ARG1
Ellen was murdered by someone last night.	ARG1
Cynthia was robbed by someone last night.	ARG1
Susan was strangled by someone last night.	ARG1
Harry was punched by someone last night.	ARG1
Alice was beheaded by someone last night.	ARG1
Jill was raped by someone last night.	ARG1
Kevin was stabbed by someone last night.	ARG1
Anthony was stabbed by someone last night.	ARG1
Daniel was stabbed by someone last night.	ARG1
Jim was killed by someone last night.	ARG1
Eric was mugged by someone last night.	ARG1
Emma was hit by someone last night.	ARG1
Annie was shot by someone last night.	ARG1
Lucy was cut by someone last night.	ARG1
Larry was beheaded by someone last night.	ARG1
Andrea was strangled by someone last night.	ARG1
Eleanor was punched by someone last night.	ARG1
Caroline was killed by someone last night.	ARG1
Roy was threatened by someone last night.	ARG1
Cynthia was cut by someone last night.	ARG1
Peter was raped by someone last night.	ARG1
Alan was strangled by someone last night.	ARG1
Ruth was mugged by someone last night.	ARG1
Mike was beheaded by someone last night.	ARG1
Judy was beheaded by someone last night.	ARG1
Roger was beheaded by someone last night.	ARG1
Emily was beat by someone last night.	ARG1
Jessica was stabbed by someone last night.	ARG1
Carolyn was hit by someone last night.	ARG1
Pamela was beat by someone last night.	ARG1
Louis was robbed by someone last night.	ARG1
Karen was molested by someone last night.	ARG1
Virginia was kicked by someone last night.	ARG1
Arthur was mugged by someone last night.	ARG1
Nicole was molested by someone last night.	ARG1
Judith was beat by someone last night.	ARG1
Bob was punched by someone last night.	ARG1
Virginia was beat by someone last night.	ARG1
Janet was kicked by someone last night.	ARG1
