Jean threw Ron the pen.	ARG2
Nicole slid Anna the gift.	ARG2
Victoria handed Robin the bottle.	ARG2
Al handed Ellen the gift.	ARG2
Eric slid Colin the book.	ARG2
Christine gave Sharon the phone.	ARG2
Ryan gave Marilyn the gift.	ARG2
Christine handed Andrew the gift.	ARG2
Dan handed Jack the phone.	ARG2
John slid Richard the bottle.	ARG2
Ken slid Alice the gift.	ARG2
Mark handed Elizabeth the phone.	ARG2
Sue threw Kenneth the gift.	ARG2
Cynthia gave Claire the sunglasses.	ARG2
Elizabeth slid Jill the gift.	ARG2
Maria slid Nicole the spoon.	ARG2
Hugh handed Evelyn the gift.	ARG2
Kathryn threw Hugh the spoon.	ARG2
Ray handed Stephanie the charger.	ARG2
Tony threw Jim the drink.	ARG2
Frances slid Emma the book.	ARG2
Jane threw Kathy the phone.	ARG2
Melissa threw Nick the bottle.	ARG2
Frank threw Katherine the charger.	ARG2
Ruth threw Louise the bottle.	ARG2
Diana slid Dan the bottle.	ARG2
Kelly slid Bill the spoon.	ARG2
Ray gave Jessica the drink.	ARG2
Sharon gave Mary the book.	ARG2
James gave Sandra the spoon.	ARG2
Charlie gave Deborah the drink.	ARG2
Walter threw Kevin the fork.	ARG2
Sara threw Jennifer the bottle.	ARG2
Daniel handed Katie the book.	ARG2
Virginia handed Bob the charger.	ARG2
Wendy handed Thomas the pen.	ARG2
Anna gave Katherine the phone.	ARG2
Adam gave Florence the gift.	ARG2
Daniel threw Donna the gift.	ARG2
Anne gave Marilyn the bottle.	ARG2
Thomas threw Ralph the charger.	ARG2
Keith gave Arthur the spoon.	ARG2
Billy gave Marilyn the phone.	ARG2
Cynthia slid Michelle the book.	ARG2
Martha handed Julie the phone.	ARG2
Simon slid Edwin the phone.	ARG2
Grace slid Stephanie the sunglasses.	ARG2
Anna handed Sandra the pen.	ARG2
Joan threw Ashley the spoon.	ARG2
Sandra gave Jason the sunglasses.	ARG2
Jonathan gave Alfred the fork.	ARG2
Bill handed Henry the pen.	ARG2
Don gave Helen the phone.	ARG2
Elizabeth threw Alan the gift.	ARG2
Peter gave George the bottle.	ARG2
Robin gave Kathy the fork.	ARG2
Philip threw Sally the book.	ARG2
Elaine slid Fiona the gift.	ARG2
Bruce gave Don the book.	ARG2
Victoria gave Kathleen the phone.	ARG2
Tom threw Kevin the sunglasses.	ARG2
Sue gave Barbara the drink.	ARG2
Patricia threw Richard the phone.	ARG2
Jay gave Ed the sunglasses.	ARG2
Maria gave Sam the spoon.	ARG2
Sandra gave Betty the phone.	ARG2
Ann slid Kate the book.	ARG2
Anne threw Charlotte the phone.	ARG2
Howard threw Lauren the spoon.	ARG2
Dan threw Alan the bottle.	ARG2
Katie slid David the fork.	ARG2
Greg slid Roy the spoon.	ARG2
Sara handed Ben the drink.	ARG2
Marilyn gave Michael the drink.	ARG2
Kate handed Bruce the bottle.	ARG2
Johnny slid Dorothy the charger.	ARG2
Kathryn threw Robin the charger.	ARG2
Victoria gave Lynn the book.	ARG2
Henry handed Sophie the charger.	ARG2
Harold handed Leslie the book.	ARG2
Suzanne slid Matt the pen.	ARG2
Nancy gave Ed the fork.	ARG2
Jason slid Edward the phone.	ARG2
Samuel threw Jimmy the gift.	ARG2
Sue slid Elaine the spoon.	ARG2
Edwin handed Donald the fork.	ARG2
Charlie threw Janet the book.	ARG2
Edwin slid Francis the phone.	ARG2
Florence handed Jim the pen.	ARG2
Marie gave Laura the bottle.	ARG2
Jeff slid Martha the bottle.	ARG2
Bobby handed James the sunglasses.	ARG2
George gave Sally the pen.	ARG2
Howard slid Barbara the charger.	ARG2
Ralph slid Howard the book.	ARG2
Alan threw Samuel the drink.	ARG2
Charlie handed Kelly the gift.	ARG2
Brian handed Rebecca the spoon.	ARG2
Grace handed Nancy the sunglasses.	ARG2
Edward gave Brian the charger.	ARG2
